id,questionusageid,slot,behaviour,questionid,variant,maxmark,minfraction,maxfraction,flagged,rightanswer,responsesummary,timemodified,questionattemptid,sequencenumber,state,fraction,timecreated,userid
6374345,270102,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.2],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583799830,1850623,2,gradedpartial,0.5,1583799830,3304
6381625,270464,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.6],[0.7,0.8],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583870156,1852591,2,gradedpartial,0.5,1583870155,3386
6375729,270172,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.1]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583843642,1851009,2,gradedright,1,1583843641,3557
6382613,270483,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583873071,1852728,2,gradedpartial,0.5,1583873071,3587
6383473,270505,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,1.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583875262,1852880,2,gradedright,1,1583875262,3640
6386244,270609,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,1.0],[1.0,0.7]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583881947,1853565,2,gradedright,1,1583881947,2881
6370335,269889,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.3],[0.6,0.6],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F",1583764701,1849491,2,gradedpartial,0.5,1583764701,3586
6350290,268943,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,1.0],[0.0,0.5],[0.0,0.5],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",1583696800,1844256,2,gradedwrong,0,1583696800,2671
6374479,270111,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583804148,1850682,2,gradedright,1,1583804147,2741
6379165,270338,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.3],[0.1,0.3],[1.0,0.6],[1.0,0.4]] [score]; prt1: # = 0 | prt1-1-F",1583860311,1851868,2,gradedwrong,0,1583860310,3394
6378862,270324,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583858244,1851806,2,gradedright,1,1583858243,2827
6321380,267526,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.6,0.5],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583519066,1836134,2,gradedright,1,1583519066,2657
6381494,270458,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1583869890,1852549,1,gaveup,,1583869890,2912
6385107,270596,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1583879302,1853475,1,gaveup,,1583879302,3405
6384659,270551,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.1,0.5],[0.6,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583878221,1853200,2,gradedpartial,0.5,1583878220,4137
6387072,270657,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1583883803,1853966,1,gaveup,,1583883803,4136
6385343,270591,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583879823,1853434,2,gradedright,1,1583879823,3998
6373927,270069,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.1,0.1],[0.2,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583794126,1850426,2,gradedright,1,1583794125,3543
6384963,270573,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,1.0],[0.3,0.6],[0.8,0.6],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583879001,1853306,2,gradedright,1,1583879000,3183
6382591,270486,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,1.0],[0.0,0.5],[0.7,0.0],[0.0,1.0]] [score]; prt1: # = 0 | prt1-1-F",1583873054,1852751,2,gradedwrong,0,1583873054,2808
6376158,270194,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583845730,1851118,2,gradedright,1,1583845730,2696
6387098,270637,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.6],[0.7,0.6],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583883832,1853793,2,gradedpartial,0.5,1583883832,2900
6327041,267811,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1583594707,1837665,1,gaveup,,1583594707,573
6384181,270555,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583877138,1853222,2,gradedright,1,1583877137,2716
6381984,270445,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.5],[0.5,0.4],[0.7,0.1]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583871264,1852472,2,gradedwrong,0,1583871264,3174
6376190,270193,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.5],[0.6,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583845889,1851109,2,gradedright,1,1583845889,2809
6376808,270244,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.5,0.7],[0.6,0.7],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583848955,1851332,2,gradedright,1,1583848955,2859
6320367,267439,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,1.0],[0.0,0.0],[1.0,0.0],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F",1583513022,1835706,3,gradedwrong,0,1583513022,3140
6382757,270478,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.2],[0.7,0.2],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583873322,1852689,2,gradedright,1,1583873322,3684
6387337,270629,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.2,0.3],[0.2,0.4],[0.5,0.2]] [score]; prt1: # = 0 | prt1-1-F",1583884728,1853725,2,gradedwrong,0,1583884727,3384
6328695,267905,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583600770,1838183,2,gradedright,1,1583600770,3494
6376238,270190,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.3],[0.3,0.8],[0.7,0.9],[0.8,0.3]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 2). | prt1-2-F",1583846173,1851094,2,gradedwrong,0,1583846173,3125
6387132,270656,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.4],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583883970,1853957,2,gradedright,1,1583883969,3605
6385032,270538,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.6,0.5],[0.1,0.4],[0.5,1.0]] [score]; prt1: # = 0 | prt1-1-F",1583879145,1853120,2,gradedwrong,0,1583879145,2861
6341369,268517,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,1.0],[0.5,0.0],[0.5,0.0],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F",1583681257,1841782,2,gradedwrong,0,1583681257,3616
6334798,268200,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,1.0],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583634586,1839890,2,gradedright,1,1583634585,2869
6372471,270024,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.5],[0.5,0.2],[0.5,0.2],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F",1583784850,1850131,2,gradedwrong,0,1583784850,2908
6378825,270316,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.1,0.3],[0.1,0.1],[1.0,0.5]] [score]; prt1: # = 0 | prt1-1-F",1583858103,1851751,2,gradedwrong,0,1583858103,3673
6386753,270608,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.2],[0.3,0.0],[0.7,0.2],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583882787,1853556,2,gradedpartial,0.5,1583882787,3087
6388240,270749,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1583924296,1854242,1,gaveup,,1583924296,4100
6328704,267906,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583600772,1838192,2,gradedright,1,1583600771,3458
6386850,270617,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.8],[0.3,0.5],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583883147,1853617,2,gradedpartial,0.5,1583883147,2986
6372918,270040,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.1,0.1],[0.3,0.2],[0.7,0.2],[0.9,0.4]] [score]; prt1: # = 0 | ATLogic_True. | prt1-1-T | (ATList_wrongentries 1, 2). | prt1-2-F",1583787513,1850249,2,gradedwrong,0,1583787513,4022
6385677,270564,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.1],[0.7,0.4],[1.0,1.0]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | prt1-4-F",1583880571,1853265,2,gradedpartial,0.5,1583880570,3213
6380429,270412,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.5],[1.0,0.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583865969,1852282,2,gradedright,1,1583865969,2887
6377485,270255,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.4,0.3],[1.0,0.5],[1.0,1.0]] [score]; prt1: # = 0 | prt1-1-F",1583851814,1851381,2,gradedwrong,0,1583851814,3400
6372981,270034,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.1],[0.6,0.1],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583787795,1850198,2,gradedright,1,1583787795,3685
6380589,270400,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.3],[0.3,0.4],[0.7,0.3],[1.0,0.4]] [score]; prt1: # = 0.5 | ATLogic_True. | prt1-1-T | prt1-2-T | (ATList_wrongentries 1, 2). | prt1-3-F | ATLogic_True. | prt1-4-T",1583866502,1852183,2,gradedpartial,0.5,1583866501,3274
6324482,267671,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,0.0],[0.7,0.7],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583583976,1836921,2,gradedright,1,1583583976,2650
6381796,270451,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.3,1.0],[0.7,0.0],[1.0,1.0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",1583870599,1852502,2,gradedright,1,1583870599,3571
6380778,270394,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T",Seed: 1; prt1: !,1583867304,1852143,1,gaveup,,1583867304,3744
6372855,270030,6,deferredfeedback,18321,1,1,0,1,0,"Seed: 1; pwc_ans1: [[0,0],[0.3,1],[0.7,0.5],[1,0]] [score]; prt1: # = 1 | ATLogic_True. | prt1-1-T | prt1-2-T | prt1-3-T | ATLogic_True. | prt1-4-T","Seed: 1; pwc_ans1: [[0.0,0.0],[0.8,1.0],[1.0,1.0],[1.0,0.0]] [score]; prt1: # = 0 | prt1-1-F",1583787209,1850170,2,gradedwrong,0,1583787209,2880
